no,name,code,gu,zip,tel,fax,www,hr,off,class,lati,longi,year
1071,무수골도서관,23,도봉구,서울특별시 도봉구 도봉로 175길 10,02-3492-0078,02-3492-0079,http://www.unilib.dobong.kr/,,매주월요일및법정공휴일,공공도서관,37.682898,127.042858,20110318
1827,반딧불이 작은도서관,23,도봉구,서울특별시 도봉구 해등로 307(방학동 우성2차 아파트),02-956-3282,,http://www.unilib.dobong.kr/,,토요일및일요일공휴일,작은도서관,37.656641,127.021991,
389,방학1동작은도서관,23,도봉구,서울특별시 도봉구 방학로2길 27 방학1동 주민센터 2층,02-2091-5904,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.664203,127.040689,19950804
390,방학2동작은도서관,23,도봉구,서울특별시 도봉구 시루봉로 226 방학2동 주민센터 2,02-2091-5905,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.668186,127.035079,19950804
391,방학3동작은도서관,23,도봉구,서울특별시 도봉구 해등로32길 80 김수영문학관 3층,02-2091-5906,,http://www.unilib.dobong.kr/,,일요일 및 법정 공휴일,작은도서관,37.659918,127.023807,19970802
1973,방학동육아종합지원센터,23,도봉구,서울특별시 도봉구 방학로12길 28(방학동),02-3494-3370,,http://www.doccic.go.kr/youngua/html/sub/index.php?pno=020201&mode=,,일요일 및 법정 공휴일,작은도서관,37.663227,127.030321,
1872,번창작은도서관,23,도봉구,서울특별시 도봉구 노해로 66길 95,02-995-0131,,http://www.unilib.dobong.kr/,,일요일 및 공휴일,작은도서관,37.647101,127.048589,
1974,북서울중학교도서관(해오름도서관),23,도봉구,서울특별시 도봉구 도봉로169가길 33,070-5090-1060,,http://www.bukseoul.ms.kr/index.do,,,작은도서관,37.680897,127.042877,
400,북한산아이파크작은도서관,23,도봉구,서울특별시 도봉구 도봉로136길 28 북한산아이파크,02-6437-4596,,http://www.unilib.dobong.kr/,,일공휴일,작은도서관,37.6588523,127.043619,20070111
1875,산미소 작은도서관,23,도봉구,서울특별시 도봉구 노해로 57길 94(쌍문동),02-905-9106,,http://www.unilib.dobong.kr/,,-,작은도서관,37.655124,127.034643,
405,생글작은도서관,23,도봉구,서울특별시 도봉구 우이천로 32길 35,02-992-7500,,http://cafe.daum.net/wooridb,,일공휴일,작은도서관,37.6500263,127.024878,20071116
10,서울특별시교육청도봉도서관,23,도봉구,서울특별시 도봉구 삼양로 556,02-6714-7400,991-3974,http://dblib.sen.go.kr,,매월 2 4주 수요일 및 법정공휴일,공공도서관,37.652566,127.012899,19810121
403,솔밭작은도서관,23,도봉구,서울특별시 도봉구 삼양로 580 베다니교회 3층,02-998-9619,,http://www.unilib.dobong.kr/,,없음,작은도서관,37.6563448,127.016041,20070202
1450,신창영어작은도서관,23,도봉구,서울특별시 도봉구 도봉로139길 43 갈릴리교회,02-993-9851,,http://www.unilib.dobong.kr/,,매주 일요일,작은도서관,37.6614583,127.039273,20130819
385,쌍문1동작은도서관,23,도봉구,서울특별시 도봉구 노해로 147 쌍문1동 주민센터 2층,02-2091-5900,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.647978,127.025985,19970930
386,쌍문2동작은도서관,23,도봉구,서울특별시 도봉구 방학로3길 117 쌍문2동 주민센터 7층,02-2091-5901,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.657899,127.038832,19950804
387,쌍문3동작은도서관,23,도봉구,서울특별시 도봉구 노해로44길 9 쌍문3동 주민센터 2층,02-2091-5902,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.648932,127.027896,19950804
388,쌍문4동작은도서관,23,도봉구,서울특별시 도봉구 시루봉로 62-7 쌍문4동 주민센터 2층,02-2091-5903,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.656396,127.028396,19970930
406,씨앗작은도서관,23,도봉구,서울특별시 도봉구 도봉로 901,02-954-0045,,http://www.unilib.dobong.kr/,,토일요일공휴일,작은도서관,37.6855486,127.045645,20071205
1307,아름다운도서관,23,도봉구,서울특별시 도봉구 도봉로104길 63,02-904-2642,,http://www.unilib.dobong.kr/,,매주 토요일일요일,작은도서관,37.6437595,127.035562,20120703
2082,외갓집에가자작은도서관,23,도봉구,서울특별시 도봉구 우이천로44길 26,02-996-9113,,http://www.unilib.dobong.kr/,,토일요일공휴일,작은도서관,37.65455776,127.0174972,
1619,지혜의등대작은도서관,23,도봉구,서울특별시 도봉구 도봉로 552 도봉구민회관 4층,070-4215-8936~7,,http://www.unilib.dobong.kr/,,일요일 및 법정 공휴일,작은도서관,37.653892,127.038823,
1621,참솔도서관,23,도봉구,서울특별시 도봉구 시루봉로 193 2층,02-932-4733,,http://www.unilib.dobong.kr/,,토일요일공휴일,작은도서관,37.6669019,127.0322996,
392,창1동작은도서관,23,도봉구,서울특별시 도봉구 해등로 46 창1동 주민센터 2층,02-2091-5907,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.648348,127.043731,19960626
393,창2동작은도서관,23,도봉구,서울특별시 도봉구 덕릉로 59길 73-3 창2동 주민센터 2층,02-2091-5908,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.641359,127.035657,20000605
394,창3동작은도서관,23,도봉구,서울특별시 도봉구 덕릉로62길 89 창3동 주민센터 3층,02-2091-5909,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.638093,127.042916,20040706
395,창4동작은도서관,23,도봉구,서울특별시 도봉구 노해로 390 창4동 주민센터 5층,02-2091-5910,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.652234,127.051452,19930715
396,창5동작은도서관,23,도봉구,서울특별시 도봉구 도봉로 136나길 20 창5동 주민센터 3층,02-2091-5911,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.656245,127.043541,19950804
1968,창동육아종합지원센터,23,도봉구,서울특별시 도봉구 우이천로 4길 24-5,02-994-3372,,http://www.doccic.go.kr/youngua/html/sub/index.php?pno=020203,,매주 월요일 및 법정공휴일,작은도서관,37.63352,127.041148,
1969,창북중학교도서관,23,도봉구,서울특별시 도봉구 노해로 62길 33,070-8230-5263,,http://www.changbook.ms.kr/index.do,,,작은도서관,37.649461,127.038561,
401,초록나라작은도서관,23,도봉구,서울특별시 도봉구 도봉산3길 92,02-956-7956,,http://cafe.naver.com/lovedobong/,,토일요일공휴일,작은도서관,37.6834216,127.043356,20060418
1622,키움작은도서관,23,도봉구,서울특별시 도봉구 삼양로144길 11 2층,02-992-0191,,http://www.unilib.dobong.kr/,,일요일공휴일,작은도서관,37.6517054,127.0135834,
103,학마을도서관,23,도봉구,서울특별시 도봉구 시루봉로 128,02-955-0655,,http://www.unilib.dobong.kr/,,매주월요일및법정공휴일,공공도서관,37.662206,127.02787,20090130
1620,행복작은도서관,23,도봉구,서울특별시 도봉구 마들로 656 지하1층,02-2091-2278,,http://www.unilib.dobong.kr/,,매주토요일및일요일 휴일,작은도서관,37.668773,127.046991,
2051,& Lounge 작은도서관,18,동대문구,서울특별시 동대문구 고산자로36길 3 경동시장 신관 2층,070-4239-2722,,,,둘째·넷째 일요일 공휴일,작은도서관,37.57903894,127.0391432,
1434,sk북카페 꿈땅,18,동대문구,서울특별시 동대문구 사가정로 148 SK아파트 내,02-2212-4518,,,,토일요일,작은도서관,37.577237,127.060551,20141030
1719,가톨릭대 성바오로병원 의학도서관,18,동대문구,서울특별시 동대문구 왕산로 180 가톨릭대학교 성바오로병원 별관 1층,02-958-2347,,http://www.cmcbaoro.or.kr/examination/post_05_01.jsp,,토요일 일요일 공휴일,,37.579203,127.043476,
1720,경희의료원 의학도서실,18,동대문구,서울특별시 동대문구 경희대로 23 정보행정동 지하 2층,02-958-9073,,http://kmclib.khu.ac.kr/,,토요일 일요일 공휴일,,37.595363,127.052761,
2043,광석어린이 작은도서관,18,동대문구,서울특별시 동대문구 왕산로 26길 49 광석교회 1층,02-965-2451,,,,월요일 공휴일,작은도서관,37.57584297,127.0367914,
1721,국립산림과학원 도서관,18,동대문구,서울특별시 동대문구 회기로 57 국립산림과학원 임산공학연구동 1층,02-961-2586,,http://know.nifos.go.kr/book/index.ax,,토요일 일요일 공휴일,,37.593097,127.043656,
1623,글놀이작은도서관,18,동대문구,서울특별시 동대문구 약령시로 67 2층,,,,,매주 수요일 일요일,작은도서관,37.5830319,127.0374662,
435,꿈꾸는 도서관,18,동대문구,서울특별시 동대문구 서울시립대로 14 청계한신휴플러스아파트 관리사무소 2층,02-2215-5605,2215-5607,,,없음,작은도서관,37.5722443,127.045523,20110619
1079,꿈마루 도서관,18,동대문구,서울특별시 동대문구 이문로 55 동안교회 선교센터,070-7457-1190,962-0754,dongan.winbook.kr,,월공휴일,작은도서관,37.5930346,127.057331,20120428
2045,꿈사랑도서관,18,동대문구,서울특별시 동대문구 한천로37길 33 래미안엘파인아파트,02-2217-8851,,,,일요일 공휴일,작은도서관,37.5763241,127.0658128,
431,나들목가족도서관,18,동대문구,서울특별시 동대문구 안암로6 대광고 60주년 기념관 1층,02-921-4085,921-4086,nadulmok.egentouch.com,,매주 월요일,작은도서관,37.5801692,127.024088,20080101
432,다양한문화가모이는 어린이도서관 모두,18,동대문구,서울특별시 동대문구 이문로 75 2층,02-965-7530,963-7530,http://www.modoobook.org,,법정공휴일,작은도서관,37.5941111,127.058378,20080930
2041,답십리1동 아름드리 작은도서관,18,동대문구,서울특별시 동대문구 사가정로 30 답십리1동 주민세터 3층,02-2171-6548,,,,법정공휴일,작은도서관,37.57182273,127.0512742,
419,답십리2동 민들레 작은도서관,18,동대문구,서울특별시 동대문구 한천로11길 18 답십리2동주민센터 2층,02-2171-6264,3299-2654,,,토일공휴일,작은도서관,37.5689381,127.061245,20140609
428,동대문구 문화회관 자료정보실,18,동대문구,서울특별시 동대문구 답십리로 210-9 동대문구문화회관,02-2215-0586,2214-2783,,,법정공휴일,작은도서관,37.5726068,127.063726,19970101
1389,동대문구답십리도서관,18,동대문구,서울특별시 동대문구 서울시립대로4길 75,02-982-1959,,http://www.l4d.or.kr,,매주 금요일 및 법정 공휴일(일요일 제외),공공도서관,37.572988,127.050218,20140403
 262번 2221번 2233번 3220번 → 한성실업앞 하차 후 도보 5분,,,,,,,,,,,,,
 121번 2112번 2015번 1227번 → 동대문어린이집앞 하차 후 도보 5분,,,,,,,,,,,,,
" 동대문05번 → 신답역앞 하차 후 도보 10분""",,,,,,,,,,,,,
" """,,,,,,,,,,,,,
58,동대문구정보화도서관,18,동대문구,서울특별시 동대문구 회기로10길 60,02-960-1959,02-964-1959,http://www.l4d.or.kr,,매주 월요일 및 법정 공휴일(일요일 제외),공공도서관,37.589925,127.047269,20060629
1080,둥그레문고,18,동대문구,서울특별시 동대문구 장안벚꽃로1길 7 관리동 (장안힐스테이트아파트),,,,,토일공휴일,작은도서관,37.5764267,127.075595,20080901
1877,사랑듬북 작은도서관,18,동대문구,서울특별시 동대문구 장안2동 92-16 참사랑교회 1층,,,,,-,작은도서관,37.580494,127.073361,
9,서울특별시교육청동대문도서관,18,동대문구,서울특별시 동대문구 천호대로4길 22,02-2170-1000,02-2238-3041,http://ddmlib.sen.go.kr/ddmlib_index.jsp,,매월 둘째 넷째 수요일 및 일요일을 제외한 공휴일,공공도서관,37.573475,127.024854,19710331
1081,아름숲어린이문고,18,동대문구,서울특별시 동대문구 전농로16길 51 관리동 (래미안아름숲아파트),,,,,토요일일요일공휴일,작은도서관,37.5821497,127.060657,20120919
2083,아주좋은꿈터 작은도서관,18,동대문구,서울특별시 동대문구 왕산로 16가길 7,02-927-1270,,,,토일공휴일,작은도서관,37.57722838,127.0316661,
1430,어린이도서관 꿈틀,18,동대문구,서울특별시 동대문구 전농동 산 32-9,02-2243-2315,070-7854-8828,,,일요일,작은도서관,37.5790851,127.060641,20021005
878,용두어린이영어도서관,18,동대문구,서울특별시 동대문구 무학로 133,02-921-1959,02-926-8180,http://www.l4d.or.kr,,매주 금요일 및 법정 공휴일,작은도서관,37.576075,127.030301,20120314
414,용신동 작은도서관,18,동대문구,서울특별시 동대문구 천호대로27길 35 용신주민센터 3층,02-2127-6023,3299-2645,,,토일공휴일,작은도서관,37.5767692,127.037212,20100913
425,이문1동 꿈꾸는 작은도서관,18,동대문구,서울특별시 동대문구 외대역동로 114-1 이문1동주민센터 3층,02-2171-6614,3299-2663,,,토일공휴일,작은도서관,37.5993741,127.065439,20140609
2042,이문2동 작은도서관,18,동대문구,서울특별시 동대문구 신이문로27-5 이문2동 주민센터 1층,02-2171-6503,,,,토일.공휴일,작은도서관,37.60337588,127.0651028,
1431,이문어린이도서관(숲속작은도서관),18,동대문구,서울특별시 동대문구 천장산9길 68 구)고황경로당,02-968-7530,02-968-7531,,,월요일,작은도서관,37.600124,127.053823,20131129
429,이문체육문화센터 어린이도서관,18,동대문구,서울특별시 동대문구 한천로58길 81-49 이문문화체육센터,02-963-0534,963-0539,www.L4D.or.kr,,일요일공휴일,작은도서관,37.6017589,127.069333,20050101
1432,작은도서관 책놀이터,18,동대문구,서울특별시 동대문구 외대역동로 61-1 1층,02-6383-2314,070-4725-7409,,,일요일,작은도서관,37.5945024,127.064232,20140120
1309,장안1동 작은도서관,18,동대문구,서울특별시 동대문구 장한로26가길 113 장안1동자치회관 지층,02-2171-6283,3299-2655,,,토일요일,작은도서관,37.5673101,127.06952,20110512
420,장안2동 작은도서관,18,동대문구,서울특별시 동대문구 사가정로 230-1 장안2동주민센터 3층,02-2171-6346,3299-2658,,,토일공휴일,작은도서관,37.5798247,127.070592,20090504
879,장안어린이도서관,18,동대문구,서울특별시 동대문구 장한로26다길 10,02-2249-1959,02-2249-5920,http://www.l4d.or.kr,,매주 금요일 및 법정 공휴일,작은도서관,37.571209,127.073187,20120222
